key,n_node,n_edge,total_length,mean_edge_len,len_cv,deg2_count,deg4_count,degree_entropy,orient_entropy,anisotropy,radius_gyration,moment_total,clustering_coef,fiedler_value,lambda_max,spectral_gap_ratio,aspl_giant,boundary_frac,fractal_dim_box,rigidity_index,redundancy_ratio,max_k_core,kcore_frac,triangle_count,triangle_ratio,quad_count,quad_ratio,avg_shortest_dy,straightness,mesh_median_area,mesh_cv_area,mesh_max_area_ratio,edge_betweenness_max,edge_betweenness_gini,largest_pore_ratio,top_area_sum_ratio,top_convexity_min,top_convexity_mean,top_circularity_min,big_pore_count,total_pore_count,total_pore_ratio,center_pore_ratio,edge_pore_ratio,pore_area_cv,pore_area_skew,pore_area_kurtosis,pore_area_max_over_mean,pore_large_area_frac,pore_count_large_frac,pore_density,pore_spatial_cv,contact_thick,contact_canvas_size,contact_nodes,contact_edges,contact_edge_pixel_union_count,contact_edge_pixel_sum,contact_raw_overlap_pixel_count,contact_overlap_pixel_count,contact_overlap_pair_count,contact_overlap_pairs_per_edge,contact_edges_with_contact_count,contact_edges_with_contact_ratio,contact_overlap_pixel_ratio_union,contact_raw_overlap_pixel_ratio_union,contact_overlap_pixel_ratio_canvas,contact_overlap_length_px_approx,contact_overlap_length_ratio_centerline,contact_centerline_length_px,contact_overlap_pair_size_sum,contact_overlap_pair_size_mean,contact_overlap_pair_size_median,contact_overlap_pair_size_max,contact_overlap_pair_size_std,contact_overlap_pair_size_q75,contact_overlap_pair_size_q90,contact_overlap_pair_size_q95,contact_overlap_cc_count,contact_overlap_cc_size_sum,contact_overlap_cc_size_mean,contact_overlap_cc_size_median,contact_overlap_cc_size_max,contact_overlap_cc_size_std,contact_overlap_cc_size_q75,contact_overlap_cc_size_q90,contact_overlap_cc_size_q95,contact_edge_contact_degree_mean,contact_edge_contact_degree_median,contact_edge_contact_degree_max,contact_edge_contact_degree_std,contact_edge_contact_degree_q75,contact_edge_contact_degree_q90,contact_edge_contact_degree_q95,max_load
3_-0.29_-0.06_0.24_0.34_0.14_0.07_-0.46_0.12_0.09_0.19,356,536,30.9572,0.057756,0.877434,184,168,1.07617,3.02433,1.94289e-15,0.407988,394.273,0.318085,0.011821,9.3601,0.00126291,12.7133,0.0447761,0.877076,-173,0.337687,2,1,84,0.156716,43,0.0802239,1.28061,1.18332,2027,1.37461,0.0241423,0.114234,0.551727,0.0241423,0.0724268,0.604763,0.604763,0.256873,21,114,0.69534,0.4494,0.24594,1.37461,1.14668,-0.396001,3.95809,0.877449,0.280702,0.000108719,0.131127,9,1024,356,536,297612,429388,68760,23304,2778,5.18284,460,0.858209,0.0783033,0.231039,0.0222244,2589.33,0.0892778,29003.1,225370,81.1267,73,422,56.4533,89,109.3,183,62,23304,375.871,175,2387,570.313,335.75,754,2303.5,10.3657,4,36,12.1084,25,31,33,108.568
3_-0.29_-0.45_-0.42_-0.38_0.46_0.08_-0.46_0.44_-0.41_-0.3,616,1056,47.3393,0.0448289,1.06006,184,428,0.932885,3.37967,7.43849e-15,0.398945,738.651,0.16543,0.0166615,9.33973,0.00178394,12.3565,0.0227273,0.996662,-173,0.417614,2,1,148,0.140152,138,0.130682,1.3,1,1177,1.69733,0.0278778,0.097616,0.603017,0.0102949,0.0306759,0.482049,0.486447,0.190894,25,246,0.619229,0.374708,0.244521,1.69733,3.32053,13.8378,11.075,0.644887,0.146341,0.000234604,0.197975,9,1024,616,1056,370066,584506,96579,28044,2036,1.92803,892,0.844697,0.0757811,0.260978,0.0267448,3116,0.0842954,36965.2,137988,67.7741,81,404,57.9285,103,116,135,180,28044,155.8,100.5,699,190.731,148,285,699,3.85606,4,9,2.71258,7,7,8,178.253
3_-0.29_0.18_-0.44_-0.24_0.32_-0.1_-0.2_0.23_-0.18_0.22,364,552,31.8804,0.0577544,0.927339,184,176,1.07594,3.49137,0,0.396488,380.034,0.225013,0.0127458,9.3537,0.00136265,12.0913,0.0434783,0.897183,-173,0.342391,2,1,88,0.15942,35,0.0634058,1.2679,1.09301,825,2.69585,0.0585423,0.154521,0.625305,0.0585423,0.17539,0.650256,0.650479,0.187372,21,180,0.700462,0.565235,0.135227,2.69585,4.16826,16.9418,15.0438,0.648969,0.0666667,0.000171661,0.06241,9,1024,364,552,304674,414334,61788,4474,564,1.02174,348,0.630435,0.0146845,0.2028,0.00426674,497.111,0.0178221,27892.9,14216,25.2057,11,73,23.3725,48,60,71,90,4474,49.7111,30,152,50.5132,72,138,149,2.04348,2,10,2.14297,3,5,7,95.5918
3_-0.29_0.1_-0.16_-0.37_-0.32_-0.19_0.07_0.21_-0.36_-0.05,308,440,29.7513,0.0676165,0.87065,184,120,1.05522,3.56509,1.11022e-16,0.418277,320.934,0.19666,0.00949782,9.3537,0.00101541,15.2102,0.0545455,0.88772,-173,0.302273,2,1,72,0.163636,11,0.025,1.98361,1.59113,2869.5,1.55767,0.0549784,0.154748,0.487317,0.0549784,0.164885,0.663628,0.664109,0.176459,9,70,0.738782,0.503756,0.235026,1.55767,1.61795,1.3057,5.20923,0.703347,0.171429,6.67572e-05,0.186494,9,1024,308,440,243732,352062,70968,13706,713,1.62045,352,0.8,0.0562339,0.291172,0.0130711,1522.89,0.0628846,24217.2,29182,40.9285,18,374,69.3437,36,121.8,135.2,66,13706,207.667,49,893,328.076,155.75,893,893,3.24091,2,12,2.80035,6,7,7,66.0969
3_-0.29_0.1_0.47_-0.26_-0.1_-0.2_-0.21_-0.01_0.27_-0.43,384,592,35.6675,0.0602491,0.990201,184,196,1.07241,3.4984,0,0.425785,438.839,0.444196,0.0104396,9.35369,0.00111609,12.8828,0.0405405,0.906675,-173,0.353041,2,1,132,0.222973,29,0.0489865,1.37225,1.06651,440,2.3652,0.0476637,0.134381,0.641398,0.0476637,0.142932,0.8071,0.807459,0.399954,17,174,0.68753,0.448311,0.239219,2.3652,3.24488,10.4373,12.0627,0.781185,0.114943,0.000165939,0.188404,9,1024,384,592,298200,421814,67290,12596,944,1.59459,454,0.766892,0.0422401,0.225654,0.0120125,1399.56,0.0498093,28098.3,47809,50.6451,42.5,182,36.1253,73,98,105,107,12596,117.72,135,769,136.809,151,163,181,3.18919,2.5,14,3.0764,5,7,9,103.081
3_-0.29_0.35_-0.36_-0.32_-0.4_-0.3_-0.35_-0.06_0.25_0.03,436,696,28.3212,0.0406914,1.24544,184,248,1.05035,2.85439,1.12133e-14,0.406487,489.244,0.209262,0.0106013,9.38244,0.00112991,14.5316,0.0344828,0.842958,-173,0.375,2,1,80,0.114943,79,0.113506,1.23319,1.01636,7,3.24935,0.0608854,0.12642,0.542664,0.0608854,0.182494,0.840373,0.840585,0.386188,9,218,0.742536,0.543475,0.19906,3.24935,4.08019,16.2229,17.8753,0.881447,0.0917431,0.000207901,0.170851,9,1024,436,696,247573,378360,55401,17150,3328,4.78161,632,0.908046,0.0692725,0.223776,0.0163555,1905.56,0.0804711,23680,181456,54.524,44,299,47.7751,82,108,120,132,17150,129.924,5,1345,270.01,40,340.8,582.45,9.56322,6,33,9.60179,10,28,30,85.5914
3_-0.29_0.45_-0.34_0.12_-0.44_-0.25_0.44_0.39_0.45_0.32,504,832,36.442,0.0438005,0.936647,184,316,1.00837,3.45147,3.88578e-16,0.40949,604.582,0.202192,0.0114617,9.36416,0.00122399,13.2954,0.0288462,0.998395,-173,0.395433,2,1,108,0.129808,109,0.13101,1.20044,1.00972,699,2.05367,0.0425167,0.0947514,0.618371,0.0425167,0.127546,0.9039,0.903914,0.370999,9,124,0.695405,0.43306,0.262345,2.05367,2.35007,4.14598,7.5813,0.859265,0.16129,0.000118256,0.157826,9,1024,504,832,290168,483294,96656,37475,4768,5.73077,720,0.865385,0.129149,0.333104,0.0357389,4163.89,0.133937,31088.5,256355,53.7657,43,441,50.4344,73.25,99,123,37,37475,1012.84,89,25704,4134.17,311,1070.4,1071,11.4615,6,40,12.6045,12,34,37,96.9514
3_-0.29_0.5_-0.14_-0.25_0.03_-0.23_0.43_-0.1_0.25_-0.17,360,544,30.1,0.0553308,0.963348,184,172,1.07615,2.98909,0,0.426435,403.484,0.384921,0.0110363,9.37727,0.00117692,13.1574,0.0441176,0.903803,-173,0.340074,2,1,108,0.198529,49,0.0900735,1.20059,1.02908,62,2.65794,0.0661287,0.136722,0.574611,0.0661287,0.198246,0.766017,0.766117,0.246269,21,148,0.729921,0.660902,0.0690193,2.65794,3.41641,11.7057,13.4084,0.944569,0.162162,0.000141144,0.0557822,9,1024,360,544,272578,394164,74554,7736,814,1.49632,400,0.735294,0.0283809,0.273514,0.00737762,859.556,0.0328509,26165.4,25010,30.7248,28,115,26.6764,44,67,87,132,7736,58.6061,5,311,95.1099,84,292.9,301.45,2.99265,3,9,2.67682,5,7,8,75.667
3_-0.2_-0.04_0.3_-0.14_-0.14_-0.35_0.34_-0.43_0.03_0.43,404,632,36.5465,0.0578267,1.11569,184,216,1.06566,3.45335,2.22045e-16,0.400975,433.416,0.272041,0.0157974,9.188,0.00171936,12.1157,0.0379747,0.837391,-173,0.362342,2,1,104,0.164557,31,0.0490506,1.28667,1,661,2.03074,0.0506821,0.104282,0.520917,0.0506821,0.151933,0.609062,0.609772,0.146522,40,143,0.684184,0.522122,0.162062,2.03074,3.33511,11.8373,10.593,0.682207,0.132867,0.000136375,0.232724,9,1024,404,632,305688,438102,63210,27910,1526,2.41456,536,0.848101,0.0913022,0.206779,0.0266171,3101.11,0.10763,28812.7,100460,65.8322,62,616,81.2474,89,116,151,98,27910,284.796,96.5,2198,478.33,639.75,691.3,700,4.82911,3,22,4.65376,7,11,13.9,98.9608
3_-0.2_-0.09_0.35_-0.27_0.47_-0.48_-0.2_-0.45_-0.31_-0.16,280,384,29.9132,0.0778991,0.670778,184,92,1.0132,3.45386,5.55112e-17,0.451737,296.917,0.144898,0.017304,9.18785,0.00188336,11.1071,0.0625,0.856875,-173,0.273438,2,1,32,0.0833333,20,0.0520833,1.32274,1.00208,2641,1.41287,0.0430136,0.116948,0.512587,0.0430136,0.128981,0.769454,0.7696,0.332543,20,100,0.717462,0.473099,0.244363,1.41287,2.1797,4.35559,5.99524,0.657161,0.19,9.53674e-05,0.163991,9,1024,280,384,264276,336324,47332,7374,164,0.427083,108,0.28125,0.0279026,0.179101,0.00703239,819.333,0.0356333,22993.4,10118,61.6951,11,441,126.167,23.25,103,433,24,7374,307.25,454.5,471,216.101,461,469.7,470,0.854167,0,5,1.45042,1.5,3,3.85,82.1448
