key,n_node,n_edge,total_length,mean_edge_len,len_cv,deg2_count,deg4_count,degree_entropy,orient_entropy,anisotropy,radius_gyration,moment_total,clustering_coef,fiedler_value,lambda_max,spectral_gap_ratio,aspl_giant,boundary_frac,fractal_dim_box,rigidity_index,redundancy_ratio,max_k_core,kcore_frac,triangle_count,triangle_ratio,quad_count,quad_ratio,avg_shortest_dy,straightness,mesh_median_area,mesh_cv_area,mesh_max_area_ratio,edge_betweenness_max,edge_betweenness_gini,largest_pore_ratio,top_area_sum_ratio,top_convexity_min,top_convexity_mean,top_circularity_min,big_pore_count,total_pore_count,total_pore_ratio,center_pore_ratio,edge_pore_ratio,pore_area_cv,pore_area_skew,pore_area_kurtosis,pore_area_max_over_mean,pore_large_area_frac,pore_count_large_frac,pore_density,pore_spatial_cv,contact_thick,contact_canvas_size,contact_nodes,contact_edges,contact_edge_pixel_union_count,contact_edge_pixel_sum,contact_raw_overlap_pixel_count,contact_overlap_pixel_count,contact_overlap_pair_count,contact_overlap_pairs_per_edge,contact_edges_with_contact_count,contact_edges_with_contact_ratio,contact_overlap_pixel_ratio_union,contact_raw_overlap_pixel_ratio_union,contact_overlap_pixel_ratio_canvas,contact_overlap_length_px_approx,contact_overlap_length_ratio_centerline,contact_centerline_length_px,contact_overlap_pair_size_sum,contact_overlap_pair_size_mean,contact_overlap_pair_size_median,contact_overlap_pair_size_max,contact_overlap_pair_size_std,contact_overlap_pair_size_q75,contact_overlap_pair_size_q90,contact_overlap_pair_size_q95,contact_overlap_cc_count,contact_overlap_cc_size_sum,contact_overlap_cc_size_mean,contact_overlap_cc_size_median,contact_overlap_cc_size_max,contact_overlap_cc_size_std,contact_overlap_cc_size_q75,contact_overlap_cc_size_q90,contact_overlap_cc_size_q95,contact_edge_contact_degree_mean,contact_edge_contact_degree_median,contact_edge_contact_degree_max,contact_edge_contact_degree_std,contact_edge_contact_degree_q75,contact_edge_contact_degree_q90,contact_edge_contact_degree_q95,max_load
3_0.26_-0.09_-0.28_0.21_0.3_0.25_-0.37_0.29_0.43_0.09,508,840,41.1969,0.0490439,0.823404,184,320,1.00571,3.59475,1.11022e-16,0.412325,633.734,0.400075,0.00651764,9.37361,0.000695317,17.338,0.0285714,1.04987,-173,0.396429,2,1,204,0.242857,91,0.108333,1.17677,1.00103,114,2.69879,0.0339241,0.14494,0.63291,0.0135393,0.040616,0.742098,0.742205,0.276179,21,260,0.647687,0.306435,0.341252,2.69879,3.12569,9.28116,13.6181,0.93074,0.123077,0.000247955,0.143854,9,1024,508,840,333878,545248,123449,32249,972,1.15714,600,0.714286,0.0965892,0.369743,0.030755,3583.22,0.100953,35493.9,93042,95.7222,86,576,95.1999,106,110,162,120,32249,268.742,205,656,249.581,597,605.2,653,2.31429,2,8,2.28687,4,5.1,7,113.71
3_0.26_-0.14_-0.12_0.15_-0.28_0.06_0.1_0.33_0.31_0.48,304,432,28.9848,0.0670944,0.787158,184,116,1.05102,3.5031,1.11022e-16,0.428617,341.709,0.418546,0.0118736,9.18947,0.00129209,13.2663,0.0555556,0.927919,-173,0.298611,2,1,72,0.166667,27,0.0625,1.42536,1.30104,914,1.16394,0.0259428,0.145921,0.552633,0.0227127,0.0680714,0.970192,0.970768,0.66076,21,81,0.723872,0.446058,0.277814,1.16394,0.502138,-1.64947,2.90295,0.956638,0.395062,7.72476e-05,0.182018,9,1024,304,432,262418,388842,92391,5723,72,0.166667,108,0.25,0.0218087,0.352076,0.00545788,635.889,0.0237301,26796.7,8675,120.486,120,137,7.34657,122,134,135,36,5723,158.972,154,171,6.71849,168,168,168.5,0.333333,0,2,0.62361,0.25,1,2,41.7404
3_0.26_-0.15_-0.32_0.47_0.16_-0.48_0.31_-0.42_-0.4_-0.45,620,1064,47.2403,0.0443988,1.16396,184,432,0.930242,3.32078,6.66134e-16,0.40754,755.17,0.313825,0.0129518,9.38256,0.00138041,12.8851,0.0225564,0.994636,-173,0.418233,2,1,160,0.150376,159,0.149436,1.32302,1.00229,1813,1.89258,0.0371799,0.113025,0.637818,0.0371799,0.111534,0.747917,0.748001,0.206399,20,156,0.674047,0.433006,0.24104,1.89258,2.75544,7.17194,8.60485,0.677561,0.121795,0.000148773,0.181811,9,1024,620,1064,307132,573130,131248,77992,3050,2.86654,856,0.804511,0.253936,0.427334,0.074379,8665.78,0.238168,36385.1,360056,118.051,104,1730,138.775,113,135,245,32,77992,2437.25,183,9623,3273.14,4489,9110.6,9621.35,5.73308,5,20,4.67639,8,12,15,107.175
3_0.26_-0.1_0.47_0.05_-0.25_0.11_0.21_0.17_0.12_0.08,268,360,26.8874,0.0746872,0.859078,184,80,0.983665,3.83916,1.11022e-16,0.40949,262.749,0.238806,0.0148081,9.3756,0.00157943,10.9978,0.0666667,0.866751,-173,0.258333,2,1,48,0.133333,0,0,1.18957,1.11522,98,2.63022,0.0626507,0.21133,0.597527,0.0626507,0.18772,0.633569,0.633647,0.14946,9,122,0.721533,0.600205,0.121327,2.63022,3.11034,8.03154,10.5933,0.750149,0.0737705,0.000116348,0.0600272,9,1024,268,360,280852,368134,61236,5252,192,0.533333,144,0.4,0.0187002,0.218037,0.0050087,583.556,0.0227974,25597.4,13408,69.8333,57,163,54.7288,111.25,161,162,24,5252,218.833,221.5,225,5.39804,223,224,224.85,1.06667,0,3,1.33998,3,3,3,65.5621
3_0.26_-0.43_-0.28_0.4_-0.13_-0.09_0.36_0.39_-0.16_-0.08,676,1176,46.0439,0.039153,1.17613,184,488,0.894171,3.44531,2.22045e-16,0.378612,799.648,0.268245,0.00658401,9.65661,0.000681814,18.4855,0.0204082,1.05534,-173,0.42602,2,1,196,0.166667,144,0.122449,1.41068,1.09639,187,2.63002,0.0360308,0.103113,0.549805,0.0335627,0.100678,0.874275,0.87558,0.350093,9,197,0.660956,0.334341,0.326615,2.63002,2.7776,6.12313,10.7391,0.877956,0.101523,0.000187874,0.257655,9,1024,676,1176,317805,581188,118577,53078,4333,3.68452,1126,0.957483,0.167014,0.373112,0.0506191,5897.56,0.162321,36332.6,239098,55.1807,34,935,72.1702,90,111,148,104,53078,510.365,2,3924,1134.53,17,3334,3366.25,7.36905,6,22,4.84854,11,13.5,17,91.0061
3_0.26_-0.44_0.35_-0.31_0.19_0.49_-0.37_0.19_0.46_0.01,588,1000,42.0194,0.0420194,0.983761,184,400,0.951581,3.78976,3.33067e-16,0.400113,710.849,0.294623,0.013719,9.35382,0.00146668,13.245,0.024,1.04993,-173,0.413,2,1,184,0.184,96,0.096,1.29342,1.00006,702,1.86851,0.0291662,0.120671,0.619757,0.00537014,0.0161104,0.98015,0.98015,0.707178,12,233,0.653374,0.254001,0.399373,1.86851,2.83785,8.40326,10.401,0.611237,0.0987124,0.000222206,0.185022,9,1024,588,1000,332910,525654,86323,18663,1876,1.876,806,0.806,0.0560602,0.259298,0.0177984,2073.67,0.0629376,32948,121019,64.5091,69,224,37.0759,91,104.5,113,170,18663,109.782,107,296,70.3549,130,147,287,3.752,3,13,3.17214,6,7,11,174.207
3_0.26_0.31_-0.22_0.45_0.4_-0.48_-0.06_-0.2_0.01_-0.13,412,648,35.3348,0.0545291,0.871227,184,224,1.06227,3.53273,1.11022e-16,0.414662,478.539,0.383264,0.00869571,9.18729,0.000946493,12.8542,0.037037,0.947225,-173,0.365741,2,1,120,0.185185,83,0.128086,1.52307,1.15384,483,1.35836,0.0431023,0.1768,0.696934,0.0430279,0.12908,0.531809,0.531822,0.114334,9,56,0.740924,0.391953,0.34897,1.35836,0.771452,-1.22374,3.25773,0.987679,0.357143,5.34058e-05,0.298207,9,1024,412,648,226537,406598,101173,43282,1260,1.94444,516,0.796296,0.191059,0.446607,0.0412769,4809.11,0.176988,27172,127195,100.948,65,1312,179.257,104,169,372,48,43282,901.708,10.5,3580,1544.77,904,3577,3580,3.88889,3,11,3.1368,7,8,8,44.8835
3_0.27_-0.09_0.38_0.14_0.2_0.04_0.27_-0.39_-0.03_-0.5,408,640,25.2898,0.0395153,1.07637,184,220,1.06401,3.71222,1.11022e-16,0.416676,465.977,0.235061,0.00963236,9.33105,0.00103229,14.0386,0.0375,0.856224,-173,0.364063,2,1,116,0.18125,40,0.0625,1.45715,1.09286,1731,1.8904,0.0481243,0.145013,0.668304,0.0481243,0.144368,0.801681,0.801705,0.380609,9,100,0.772237,0.433477,0.338759,1.8904,1.77971,1.55412,6.23181,0.923018,0.2,9.53674e-05,0.237046,9,1024,408,640,195618,312362,50119,14264,1704,2.6625,520,0.8125,0.0729176,0.256209,0.0136032,1584.89,0.0822547,19268.1,122943,72.1496,74,181,37.269,100,112,129,72,14264,198.111,79.5,529,184.044,269,525.5,527.45,5.325,5,15,3.75591,8,9.2,11.1,75.3107
3_0.27_-0.18_-0.38_-0.47_0.25_-0.45_0.23_-0.5_-0.03_-0.09,228,280,31.4954,0.112483,0.554174,184,40,0.792484,3.89073,1.11022e-16,0.472689,225.729,0.0843776,0.0175568,9.18013,0.00191248,12.4701,0.0857143,0.792247,-173,0.189286,2,1,16,0.0571429,1,0.00357143,1.56741,1.17555,2634,1.61532,0.0527105,0.117586,0.299993,0.0527105,0.158127,0.56649,0.566968,0.175401,16,92,0.699983,0.458519,0.241464,1.61532,2.29277,5.26659,6.92784,0.760616,0.206522,8.7738e-05,0.151522,9,1024,228,280,287500,337468,37698,982,56,0.2,76,0.271429,0.00341565,0.131123,0.000936508,109.111,0.00455129,23973.7,1676,29.9286,26,58,11.4687,33,48,57,28,982,35.0714,29.5,58,13.4109,41,57,57.65,0.4,0,3,0.744504,1,1.1,2,29.6361
3_0.27_-0.19_-0.15_0.33_-0.31_-0.47_-0.35_0.44_0.16_0.25,640,1104,44.7164,0.040504,0.780752,184,452,0.917153,3.5597,1.11022e-16,0.408296,819.332,0.201935,0.0073116,9.38353,0.000779195,17.5358,0.0217391,1.12963,-173,0.421196,2,1,156,0.141304,177,0.160326,1.35632,1.03273,272.5,3.10056,0.050684,0.114464,0.571249,0.011548,0.0346413,0.639568,0.639713,0.224582,12,224,0.643289,0.196228,0.447061,3.10056,3.91761,14.9315,17.6487,0.894073,0.102679,0.000213623,0.219451,9,1024,640,1104,320928,562256,120056,27484,2208,2,780,0.706522,0.0856391,0.37409,0.0262108,3053.78,0.0884257,34535,98514,44.6168,37,401,48.1459,56,97,129,146,27484,188.247,32,707,253.003,123,674,690.75,4,3,12,3.88932,7.25,10,12,105.905
3_0.27_-0.24_0.45_-0.45_-0.48_-0.04_0.15_0.01_-0.1_0.41,416,656,41.5917,0.063402,1.13604,184,228,1.06045,3.77947,1.16573e-15,0.403513,461.229,0.232143,0.0165403,9.33076,0.00177266,11.8156,0.0365854,0.903165,-173,0.367378,2,1,104,0.158537,49,0.0746951,1.36721,1.0517,316,1.77263,0.0400429,0.122714,0.545192,0.0334539,0.100276,0.623634,0.624421,0.137935,25,109,0.680681,0.353856,0.326825,1.77263,1.74675,1.69781,6.41221,0.81239,0.174312,0.000103951,0.229404,9,1024,416,656,292894,483030,116701,62505,1937,2.95274,576,0.878049,0.213405,0.398441,0.0596094,6945,0.214202,32422.7,166547,85.9819,58,1353,153.856,103,119,161,33,62505,1894.09,1381,7174,1486.68,2669,4463.2,4467.2,5.90549,6,17,3.74332,8,11,11,84.3167
3_0.27_-0.31_0.06_0.42_0.1_0.2_-0.05_0.2_-0.01_0.04,220,264,24.3338,0.0921735,0.813466,184,32,0.72529,3.68977,0,0.418356,199.67,0,0.0125796,9.14884,0.00137499,13.3479,0.0909091,0.78603,-173,0.170455,2,1,0,0,12,0.0454545,1.66127,1.37674,5273.5,1.22363,0.0458736,0.193975,0.489564,0.0458736,0.137542,0.437674,0.437835,0.12345,17,56,0.738544,0.461214,0.277329,1.22363,0.928022,-0.706811,3.47837,0.65292,0.214286,5.34058e-05,0.173129,9,1024,220,264,241610,286524,32253,2739,62,0.234848,120,0.454545,0.0113365,0.133492,0.00261211,304.333,0.0148985,20427.1,2743,44.2419,51,63,18.2498,62,63,63,44,2739,62.25,62,93,22.9932,83,90.7,92,0.469697,0,2,0.528569,1,1,1,30.7181
3_0.27_-0.35_-0.01_0.13_0.36_-0.25_0.02_-0.43_-0.36_-0.1,368,560,34.6718,0.061914,0.865609,184,180,1.07555,3.46879,6.10623e-16,0.410326,394.783,0.177536,0.0135034,9.61054,0.00140506,11.7313,0.0428571,0.918717,-173,0.344643,2,1,64,0.114286,52,0.0928571,1.45903,1.13396,2545,1.5429,0.043498,0.159275,0.656408,0.043498,0.130491,0.552621,0.552639,0.146624,9,99,0.690151,0.439143,0.251008,1.5429,2.1821,3.74386,6.23966,0.758498,0.20202,9.44138e-05,0.169002,9,1024,368,560,293875,404486,56472,21033,732,1.30714,368,0.657143,0.0715712,0.192163,0.0200586,2337,0.0854337,27354.6,68904,94.1311,72,802,108.32,114,136,212,36,21033,584.25,305,1361,555.427,1339,1360,1360.25,2.61429,2.5,8,2.48304,5,6,7,53.4152
3_0.27_-0.38_-0.02_-0.16_-0.12_-0.28_0.2_0.41_-0.21_-0.2,376,576,34.7511,0.0603317,1.07335,184,188,1.07427,3.49472,4.44089e-16,0.41524,420.475,0.450101,0.00930482,9.37706,0.000992296,13.8963,0.0416667,0.925463,-173,0.348958,2,1,116,0.201389,55,0.0954861,1.53868,1.22767,384,2.07677,0.0477839,0.158335,0.658506,0.0477839,0.143288,0.51784,0.518422,0.122639,9,133,0.695251,0.447715,0.247537,2.07677,2.63235,6.17861,9.14094,0.821722,0.150376,0.000126839,0.187651,9,1024,376,576,290152,415416,67031,14860,1100,1.90972,496,0.861111,0.0512145,0.23102,0.0141716,1651.11,0.0586414,28156.1,53994,49.0855,36,148,40.1102,76,117,133,100,14860,148.6,139,292,85.909,148,276.1,287,3.81944,4.5,10,2.51703,5,7,8,46.9837
3_0.27_0.13_-0.17_-0.25_0.05_0.12_-0.04_0.01_-0.22_-0.3,300,424,28.7117,0.0677162,0.785475,184,112,1.04629,3.85447,0,0.40072,294.845,0.213333,0.0100905,9.59439,0.00105171,15.4415,0.0566038,0.896707,-173,0.294811,2,1,48,0.113208,26,0.0613208,1.5499,1.29159,1149,1.95585,0.0539045,0.154649,0.500233,0.0539045,0.161643,0.619983,0.620035,0.157952,9,101,0.724522,0.50634,0.218182,1.95585,2.27096,4.02975,7.51442,0.886935,0.19802,9.63211e-05,0.16986,9,1024,300,424,262230,349666,56144,8252,272,0.641509,280,0.660377,0.0314686,0.214102,0.00786972,916.889,0.0377961,24258.8,20050,73.7132,34,375,84.6469,101,109,372,88,8252,93.7727,29.5,408,146.634,35.25,403,405.65,1.28302,1,4,1.26457,2,3,4,50.31
3_0.27_0.28_0.03_0.35_-0.41_0.12_0.23_0.05_-0.46_-0.29,280,384,37.2195,0.0969259,0.640864,184,92,1.0132,3.44335,2.77556e-16,0.415338,288.116,0.14966,0.0114866,9.32518,0.00123179,12.4671,0.0625,0.911156,-173,0.273438,2,1,48,0.125,48,0.125,1.7588,1.47385,728,2.31037,0.0307198,0.143391,0.581698,0.0307198,0.0921555,0.633472,0.633519,0.106525,9,176,0.646616,0.360842,0.285774,2.31037,2.44209,4.25449,8.3615,0.833809,0.113636,0.000167847,0.173347,9,1024,280,384,338967,442000,77673,2756,192,0.5,216,0.5625,0.00813058,0.229146,0.00262833,306.222,0.00968194,31628.2,4426,23.0521,11,85,23.6493,37.25,64.3,76.45,88,2756,31.3182,10,126,44.4442,73,108,125,1,1,3,1.02062,2,2,3,50.0688
3_0.27_0.2_0.15_-0.22_0.17_-0.42_-0.25_0.24_-0.45_-0.42,480,784,39.4842,0.0503625,1.15852,184,292,1.02405,3.55548,0,0.418384,585.584,0.258333,0.0146104,9.67013,0.00151087,11.8523,0.0612245,0.961213,-173,0.389031,2,1,108,0.137755,101,0.128827,1.36907,1.06959,302,2.61589,0.0387554,0.0891545,0.615041,0.0387554,0.116263,0.609931,0.609956,0.240186,24,235,0.671044,0.39645,0.274594,2.61589,3.33721,10.8094,13.5722,0.904114,0.148936,0.000224113,0.153791,9,1024,480,784,311858,481484,77884,25816,2412,3.07653,660,0.841837,0.0827813,0.249742,0.0246201,2868.44,0.0917849,31251.8,176106,73.0124,63,667,56.5836,86,107,134,60,25816,430.267,184,1630,604.725,268,1622,1630,6.15306,6,16,4.54086,10,13,13.85,81.4808
3_0.28_-0.23_-0.33_-0.42_-0.26_-0.34_0.46_0.19_0.0_0.02,600,1024,33.2934,0.0325131,1.115,184,412,0.943529,3.5532,2.22045e-16,0.418663,762.108,0.339841,0.00925333,9.38165,0.000986323,15.2443,0.0234375,0.992883,-173,0.415039,2,1,192,0.1875,144,0.140625,1.2881,1.00633,3412,1.49644,0.0507631,0.106458,0.581576,0.0507631,0.152285,0.911676,0.911699,0.410744,21,84,0.765903,0.510321,0.255583,1.49644,1.75764,2.16252,5.56742,0.778767,0.22619,8.01086e-05,0.184002,9,1024,600,1024,211622,445312,101628,48304,5372,5.24609,812,0.792969,0.228256,0.480234,0.0460663,5367.11,0.20336,26392.1,337004,62.7334,40,976,73.5665,99,118,146,68,48304,710.353,148,3894,1008.79,415,2093.3,3264.35,10.4922,15,36,9.11407,17,19,21,91.4724
3_0.28_-0.34_0.03_0.01_-0.45_-0.12_-0.24_-0.1_-0.05_-0.03,304,432,26.6372,0.0616601,0.602908,184,116,1.05102,3.46951,0,0.450538,356.429,0.315789,0.0125742,9.36565,0.00134259,13.24,0.0555556,0.927646,-173,0.298611,2,1,72,0.166667,27,0.0625,1.24365,1.01385,656.5,2.61052,0.0564909,0.100741,0.501849,0.0564909,0.169469,0.805972,0.806002,0.37432,9,160,0.738312,0.513426,0.224886,2.61052,3.20718,9.48098,12.2422,0.885201,0.125,0.000152588,0.196787,9,1024,304,432,247370,327082,48106,4086,396,0.916667,336,0.777778,0.0165178,0.19447,0.00389671,454,0.0206487,21986.9,8528,21.5354,13,78,22.6466,28.25,60,74.5,92,4086,44.413,19.5,95,36.4433,94,95,95,1.83333,2,4,1.30171,3,3,4,85.2858
3_0.28_0.06_-0.15_0.15_0.44_-0.33_-0.05_0.09_-0.08_0.1,352,528,30.6993,0.0581427,0.998215,184,164,1.07598,3.92649,2.22045e-16,0.407411,385.028,0.289773,0.0139644,9.37635,0.00148932,11.1675,0.0454545,0.954726,-173,0.335227,2,1,84,0.159091,27,0.0511364,1.2936,1.06033,911,1.95143,0.0479631,0.119002,0.621583,0.0479631,0.143819,0.612951,0.61333,0.196321,9,104,0.722711,0.461702,0.261008,1.95143,2.00701,2.60176,6.90203,0.911725,0.192308,9.91821e-05,0.184693,9,1024,352,528,259102,379398,67656,19792,612,1.15909,416,0.787879,0.0763869,0.261117,0.0188751,2199.11,0.086289,25485.4,43884,71.7059,51,262,59.7685,114,146.9,158,128,19792,154.625,156.5,361,135.276,301.25,357,360,2.31818,2,7,1.87616,3,5,5,84.7452
3_0.28_0.13_-0.27_-0.39_0.16_-0.41_-0.26_-0.01_-0.19_-0.23,308,440,35.1506,0.0798878,0.773689,184,120,1.05522,3.95561,5.55112e-17,0.418116,312.892,0.296228,0.0123976,9.32111,0.00133006,13.3631,0.0545455,0.929228,-173,0.302273,2,1,80,0.181818,1,0.00227273,1.38722,1.08944,694,1.71936,0.0462132,0.142611,0.521494,0.0462132,0.13856,0.603115,0.603485,0.170624,20,118,0.685952,0.510634,0.175318,1.71936,2.51777,6.69904,7.94975,0.874793,0.262712,0.000112534,0.170426,9,1024,308,440,303486,401106,62476,6706,204,0.463636,214,0.486364,0.0220966,0.205861,0.00639534,745.111,0.0265964,28015.5,12480,61.1765,31.5,167,53.2295,101.25,145,156,74,6706,90.6216,101,181,66.2613,163,173,176.7,0.927273,0,5,1.26282,1,3,4,56.963
3_0.28_0.13_0.01_0.49_0.24_-0.42_0.13_-0.43_-0.17_0.46,484,792,40.3193,0.0509083,1.04142,184,296,1.02148,3.4419,0,0.40028,569.06,0.258756,0.00897639,9.37921,0.000957053,14.4724,0.030303,1.05206,-173,0.390152,2,1,108,0.136364,136,0.171717,1.37754,1.07062,156,3.01773,0.0422068,0.108794,0.640226,0.0217924,0.0653524,0.258114,0.258167,0.0661351,9,264,0.641236,0.286968,0.354268,3.01773,3.65544,12.9396,17.3767,0.838096,0.0757576,0.00025177,0.261119,9,1024,484,792,332028,491066,83898,10602,1440,1.81818,432,0.545455,0.031931,0.252684,0.0101109,1178,0.037059,31787.1,54028,37.5194,36,179,28.2356,54,66,79,80,10602,132.525,2,324,145.627,282.75,313.4,317.3,3.63636,5,8,3.44496,7,8,8,58.647
3_0.29_-0.0_-0.0_-0.13_0.4_-0.3_0.32_-0.33_-0.08_-0.22,196,216,22.8921,0.105982,0.526806,184,8,0.388509,3.57393,5.55112e-17,0.468664,183.227,0,0.0156366,9.14306,0.00171022,13.0801,0.111111,0.801838,-173,0.0972222,2,1,0,0,0,0,1.98222,1.62477,6215,1.3693,0.0600662,0.100127,0.219426,0.0600662,0.180197,0.800164,0.800566,0.367938,21,64,0.774672,0.58597,0.188702,1.3693,1.76998,2.22319,4.96241,0.530303,0.125,6.10352e-05,0.103945,9,1024,196,216,211612,264402,42676,14228,152,0.703704,156,0.722222,0.0672363,0.201671,0.0135689,1580.89,0.0832604,18987.3,16370,107.697,19,367,139.408,90,350,351,68,14228,209.235,347,367,153.676,350,351,364,1.40741,1,5,1.24005,2,3,4,70.0428
3_0.29_-0.4_0.4_0.07_-0.39_-0.33_0.07_0.44_0.31_-0.36,548,920,50.0495,0.0544017,1.07769,184,360,0.978684,3.2704,0,0.420734,682.103,0.289364,0.00817386,9.37413,0.000871959,15.3887,0.026087,1.00116,-173,0.405435,2,1,168,0.182609,156,0.169565,1.59779,1.26141,558,2.27971,0.0344343,0.1243,0.65203,0.0186653,0.0559902,0.46741,0.467504,0.179482,17,274,0.585447,0.343721,0.241726,2.27971,4.18507,21.0082,16.1159,0.680879,0.10219,0.000261307,0.211846,9,1024,548,920,398596,601344,104906,29090,2508,2.72609,680,0.73913,0.0729812,0.263189,0.0277424,3232.22,0.080613,40095.6,149896,59.7671,50,715,73.8425,91,103,110,140,29090,207.786,3,4457,762.761,85,104,986.05,5.45217,4,26,5.89804,8,16,19,133.67
3_0.29_0.14_0.22_-0.05_0.09_0.34_-0.33_0.17_0.44_0.16,316,456,31.6928,0.0695018,0.392979,184,128,1.06221,3.42101,1.11022e-16,0.415513,345.196,0.440627,0.011337,9.36116,0.00121107,13.4044,0.0526316,0.962018,-173,0.309211,2,1,96,0.210526,18,0.0394737,1.3487,1.14082,628,2.08149,0.031992,0.0939908,0.526678,0.0248632,0.0745859,0.570007,0.570026,0.147281,21,170,0.678119,0.358053,0.320065,2.08149,2.22331,3.35911,8.02018,0.765988,0.117647,0.000162125,0.136388,9,1024,316,456,304004,398006,62046,2388,144,0.315789,180,0.394737,0.00785516,0.204096,0.00227737,265.333,0.00975139,27209.8,3742,25.9861,20,69,23.8418,44.5,62.7,67,72,2388,33.1667,28.5,71,28.5317,63,70,70,0.631579,0,3,0.900908,1,2,3,84.8519
3_0.29_0.17_-0.02_0.03_0.23_-0.48_-0.4_-0.23_0.14_-0.14,264,352,32.731,0.0929857,0.529061,184,76,0.971751,4.00891,0,0.442242,274.217,0.179293,0.02085,9.15034,0.00227861,10.4687,0.0681818,0.879368,-173,0.252841,2,1,28,0.0795455,9,0.0255682,1.72306,1.30535,877,1.90218,0.0411062,0.0880188,0.431717,0.0411062,0.123314,0.684944,0.684974,0.225992,8,132,0.692609,0.411395,0.281214,1.90218,2.41079,4.81891,7.83418,0.767139,0.143939,0.000125885,0.165696,9,1024,264,352,284630,354662,48146,4136,176,0.5,160,0.454545,0.0145311,0.169153,0.0039444,459.556,0.0183383,25059.9,9382,53.3068,45,123,28.3739,60,118,120,56,4136,73.8571,79,123,49.2216,119,121,122,1,0,6,1.3484,2,3,3,65.8044
3_0.29_0.1_-0.27_0.24_0.38_0.4_-0.27_0.07_-0.47_-0.43,556,936,42.8618,0.0457925,1.01824,184,368,0.973246,3.69124,7.71605e-15,0.400155,681.533,0.302158,0.0160389,9.56289,0.0016772,11.6333,0.025641,1.03481,-173,0.407051,2,1,156,0.166667,80,0.0854701,1.29053,1.00301,357,2.21751,0.0326204,0.119434,0.619159,0,0,1,1,1,0,280,0.634952,0.24024,0.394711,2.21751,3.71332,15.4884,14.3849,0.650334,0.0964286,0.000267029,0.22552,9,1024,556,936,348626,531380,85532,18110,1436,1.53419,592,0.632479,0.0519468,0.24534,0.017271,2012.22,0.059527,33803.5,74542,51.9095,30,263,55.1259,103,122,134,73,18110,248.082,6,522,248.898,505,510,514.6,3.06838,2,10,3.18443,6,7,9,180.584
3_0.29_0.23_0.4_-0.35_0.31_0.11_-0.37_-0.46_-0.5_-0.14,468,760,40.6878,0.0535366,0.690687,184,280,1.03162,3.64922,5.55112e-17,0.415976,563.007,0.230566,0.0125406,9.33936,0.00134277,14.1815,0.0315789,1.05559,-173,0.385526,2,1,120,0.157895,97,0.127632,1.38965,1.0635,201,2.78897,0.039238,0.0691752,0.522927,0.0270004,0.0809975,0.531227,0.531279,0.129609,9,255,0.640827,0.298649,0.342178,2.78897,3.5174,11.7652,15.6137,0.789955,0.0784314,0.000243187,0.243197,9,1024,468,760,335524,482748,78372,6718,848,1.11579,492,0.647368,0.0200224,0.233581,0.00640678,746.444,0.0236268,31593.1,27378,32.2854,35,87,23.5327,51,63,68,76,6718,88.3947,92,128,25.8493,108,118.5,127,2.23158,2,6,2.07721,5,5,5,70.1411
3_0.29_0.4_0.41_0.08_-0.11_0.24_0.05_-0.46_-0.26_-0.44,304,432,35.456,0.0820741,0.827841,184,116,1.05102,3.70763,5.55112e-17,0.43343,333.26,0.223371,0.0157126,9.33183,0.00168377,12.2053,0.0555556,0.910057,-173,0.298611,2,1,60,0.138889,23,0.0532407,1.41573,1.08346,1161,1.6725,0.0422001,0.0889179,0.436312,0.0208673,0.0625963,0.489909,0.49003,0.124345,26,121,0.696779,0.298728,0.398051,1.6725,2.14203,4.11801,7.3283,0.619135,0.123967,0.000115395,0.221427,9,1024,304,432,273796,389220,80541,24314,421,0.974537,288,0.666667,0.0888033,0.294164,0.0231876,2701.56,0.0981135,27535,39347,93.4608,55,1760,282.437,75,87,165,66,24314,368.394,114,1767,643.205,119,1711,1753,1.94907,2,6,1.75124,3,5,6,83.1442
3_0.2_-0.18_-0.04_0.38_-0.18_0.08_-0.36_-0.16_0.07_0.45,496,816,33.9403,0.0415935,0.992037,184,308,1.01366,3.84011,7.77156e-16,0.418722,628.645,0.425883,0.00970951,9.33226,0.00104042,14.7647,0.0294118,0.970211,-173,0.393382,2,1,180,0.220588,30,0.0367647,1.14096,1.01871,415,2.08423,0.0336189,0.100315,0.585359,0.0336189,0.100729,0.572537,0.572801,0.193244,9,164,0.691499,0.405695,0.285804,2.08423,2.49132,4.83852,7.97327,0.776976,0.121951,0.000156403,0.123379,9,1024,496,816,298506,477142,86220,39666,1272,1.55882,708,0.867647,0.132882,0.288838,0.0378284,4407.33,0.143481,30717.3,132349,104.048,86.5,558,82.8541,104,139,209,96,39666,413.188,162,871,333.574,830.5,855,870,3.11765,3,8,2.1111,4,6,7,86.8951
